"offense","offense_conference","defense","defense_conference","game_id","id","scoring","start_period","start_yardline","start_yards_to_goal","start_time.minutes","start_time.seconds","end_period","end_yardline","end_yards_to_goal","end_time.minutes","end_time.seconds","elapsed.minutes","elapsed.seconds","plays","yards","drive_result","week"
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198217",FALSE,3,29,29,13,27,3,20,20,12,20,1,7,4,9,"DOWNS",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198218",FALSE,3,20,80,12,20,3,54,46,9,55,2,25,7,34,"DOWNS",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198219",TRUE,3,54,54,9,55,3,0,0,8,17,1,38,5,54,"TD",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198220",TRUE,3,25,75,8,17,3,100,0,5,34,2,43,5,75,"TD",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198221",TRUE,3,86,86,5,34,3,6,6,0,5,5,29,12,80,"FG",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198222",FALSE,3,25,75,0,5,4,62,38,11,17,3,48,6,37,"PUNT",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198223",TRUE,4,99,99,11,17,4,0,0,7,56,3,21,8,99,"TD",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198224",TRUE,4,28,72,7,56,4,90,10,1,21,6,35,15,62,"FG",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198225",FALSE,4,75,75,1,21,4,18,18,0,2,1,19,10,57,"MISSED FG",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198226",FALSE,4,20,80,0,2,4,19,81,0,0,NA,2,1,-1,"END OF GAME",14
"Army","FBS Independents","Navy","American Athletic",401114335,"4011143351",FALSE,1,76,76,15,0,1,81,81,13,24,1,36,3,-5,"PUNT",15
"Navy","American Athletic","Army","FBS Independents",401114335,"4011143352",FALSE,1,32,68,13,24,1,41,59,11,8,2,16,3,9,"PUNT",15
"Army","FBS Independents","Navy","American Athletic",401114335,"4011143353",TRUE,1,78,78,11,8,1,0,0,0,27,10,41,18,78,"TD",15
"Navy","American Athletic","Army","FBS Independents",401114335,"4011143354",TRUE,1,25,75,0,27,2,100,0,13,34,1,53,4,75,"TD",15
"Army","FBS Independents","Navy","American Athletic",401114335,"4011143355",FALSE,2,75,75,13,34,2,58,58,10,24,3,10,5,17,"PUNT",15
"Navy","American Athletic","Army","FBS Independents",401114335,"4011143356",FALSE,2,3,97,10,24,2,22,78,6,22,4,2,6,19,"PUNT",15
"Army","FBS Independents","Navy","American Athletic",401114335,"4011143357",FALSE,2,51,51,6,22,2,49,49,4,42,1,40,3,2,"PUNT",15
"Navy","American Athletic","Army","FBS Independents",401114335,"4011143358",TRUE,2,9,91,4,42,2,100,0,0,6,4,36,12,91,"TD",15
"Army","FBS Independents","Navy","American Athletic",401114335,"4011143359",FALSE,2,74,74,0,6,2,74,74,0,0,NA,6,0,0,"Uncategorized",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"4011329731",FALSE,1,98,98,15,0,1,33,33,11,43,3,17,7,42,"DOWNS",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"4011329732",TRUE,1,33,67,11,43,1,100,0,8,0,3,43,9,67,"TD",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"4011329733",FALSE,1,75,75,8,0,1,71,71,7,0,1,NA,3,4,"PUNT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"4011329734",TRUE,1,39,61,7,0,1,95,5,4,17,2,43,6,56,"FG",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"4011329735",FALSE,1,75,75,4,17,1,43,43,1,56,2,21,4,32,"PUNT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"4011329736",FALSE,1,57,43,1,56,1,38,62,1,27,NA,29,3,-19,"PUNT",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"4011329737",FALSE,1,80,80,1,27,1,38,38,0,35,NA,52,2,42,"INT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"4011329738",FALSE,1,20,80,0,35,2,28,72,14,14,1,21,3,8,"PUNT",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"4011329739",FALSE,2,77,77,14,14,2,74,74,12,12,2,2,3,3,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"4011329741",FALSE,1,25,75,15,0,1,34,66,13,22,1,38,3,9,"PUNT",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"4011329742",FALSE,1,83,83,13,22,1,68,68,10,52,2,30,4,15,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"4011329743",TRUE,1,22,78,10,52,1,100,0,9,31,1,21,3,78,"TD",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"4011329744",FALSE,1,75,75,9,31,1,79,79,7,57,1,34,3,-4,"FUMBLE",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"4011329745",TRUE,1,39,61,7,57,1,73,27,4,51,3,6,7,34,"FG",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"4011329746",FALSE,1,53,53,4,51,1,53,53,3,25,1,26,3,0,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"4011329747",FALSE,1,16,84,3,25,2,26,74,14,45,3,40,5,10,"PUNT",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"4011329748",FALSE,2,68,68,14,45,2,68,68,12,27,2,18,3,0,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"4011329749",FALSE,2,29,71,12,27,2,40,60,11,45,NA,42,3,0,"FUMBLE",15
"Virginia","ACC","Clemson","ACC",401132975,"4011329751",FALSE,1,75,75,15,0,1,12,12,12,45,2,15,6,63,"INT",15
"Clemson","ACC","Virginia","ACC",401132975,"4011329752",TRUE,1,20,80,12,45,1,100,0,11,11,1,34,5,80,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"4011329753",TRUE,1,78,78,11,11,1,0,0,6,22,4,49,12,78,"TD",15
"Clemson","ACC","Virginia","ACC",401132975,"4011329754",TRUE,1,25,75,6,22,1,100,0,4,46,1,36,4,75,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"4011329755",FALSE,1,75,75,4,46,1,44,44,1,6,3,40,7,31,"PUNT",15
"Clemson","ACC","Virginia","ACC",401132975,"4011329756",TRUE,1,16,84,1,6,2,70,30,13,23,2,43,8,53,"FG",15
"Virginia","ACC","Clemson","ACC",401132975,"4011329757",FALSE,2,75,75,13,23,2,64,64,10,34,2,49,5,11,"FUMBLE",15
"Clemson","ACC","Virginia","ACC",401132975,"4011329758",TRUE,2,32,68,10,34,2,100,0,9,10,1,24,4,68,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"4011329759",FALSE,2,75,75,9,10,2,60,60,6,18,2,52,6,15,"PUNT",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"4011329761",TRUE,1,30,30,15,0,1,0,0,12,27,2,33,6,30,"TD",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"4011329762",TRUE,1,25,75,12,27,1,89,11,8,21,4,6,12,64,"FG",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"4011329763",FALSE,1,75,75,8,21,1,50,50,5,5,3,16,9,25,"PUNT",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"4011329764",TRUE,1,3,97,5,5,1,100,0,2,36,2,29,7,97,"TD",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"4011329765",FALSE,1,78,78,2,36,1,64,64,0,34,2,2,5,14,"PUNT",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"4011329766",FALSE,1,25,75,0,34,2,31,69,14,52,NA,42,3,6,"PUNT",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"4011329767",FALSE,2,69,69,14,52,2,66,66,13,39,1,13,3,3,"FUMBLE",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"4011329768",FALSE,2,35,65,13,39,2,35,65,12,44,NA,55,3,0,"PUNT",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"4011329769",FALSE,2,73,73,12,44,2,61,61,11,0,1,44,4,12,"FUMBLE",15
"Boise State","Mountain West","Hawai'i","Mountain West",401132979,"4011329791",FALSE,1,25,75,15,0,1,30,70,13,36,1,24,3,5,"PUNT",15
"Hawai'i","Mountain West","Boise State","Mountain West",401132979,"4011329792",TRUE,1,64,64,13,36,1,29,29,6,44,6,52,11,35,"FG",15
"Boise State","Mountain West","Hawai'i","Mountain West",401132979,"4011329793",TRUE,1,25,75,6,44,1,83,17,0,30,6,14,15,58,"FG",15
"Hawai'i","Mountain West","Boise State","Mountain West",401132979,"4011329794",FALSE,1,75,75,0,30,2,1,1,9,35,5,55,11,74,"DOWNS",15
"Boise State","Mountain West","Hawai'i","Mountain West",401132979,"4011329795",FALSE,2,1,99,9,35,2,35,65,5,10,4,25,7,34,"PUNT",15
"Hawai'i","Mountain West","Boise State","Mountain West",401132979,"4011329796",FALSE,2,70,70,5,10,2,36,36,3,44,1,26,4,34,"INT",15
"Boise State","Mountain West","Hawai'i","Mountain West",401132979,"4011329797",TRUE,2,20,80,3,44,2,100,0,1,7,2,37,8,80,"TD",15
"Hawai'i","Mountain West","Boise State","Mountain West",401132979,"4011329798",FALSE,2,76,76,1,7,2,84,84,0,38,NA,29,3,-8,"PUNT",15
"Boise State","Mountain West","Hawai'i","Mountain West",401132979,"4011329799",TRUE,2,43,57,0,38,2,100,0,0,14,NA,24,2,57,"TD",15
"UAB","Conference USA","Florida Atlantic","Conference USA",401132980,"4011329801",FALSE,1,75,75,15,0,1,66,66,12,54,2,6,3,9,"PUNT",15
"Florida Atlantic","Conference USA","UAB","Conference USA",401132980,"4011329802",FALSE,1,20,80,12,54,1,37,63,11,4,1,50,5,17,"PUNT",15
"UAB","Conference USA","Florida Atlantic","Conference USA",401132980,"4011329803",FALSE,1,81,81,11,4,1,91,91,9,6,1,58,3,-10,"PUNT",15
"Florida Atlantic","Conference USA","UAB","Conference USA",401132980,"4011329804",TRUE,1,49,51,9,6,1,100,0,5,25,3,41,10,51,"TD",15
"UAB","Conference USA","Florida Atlantic","Conference USA",401132980,"4011329805",TRUE,1,77,77,5,25,1,26,26,1,45,3,40,8,51,"FG",15
"Florida Atlantic","Conference USA","UAB","Conference USA",401132980,"4011329806",TRUE,1,25,75,1,45,1,100,0,1,32,NA,13,1,75,"TD",15
"UAB","Conference USA","Florida Atlantic","Conference USA",401132980,"4011329807",FALSE,1,75,75,1,32,1,68,68,0,36,NA,56,2,7,"INT",15
"Florida Atlantic","Conference USA","UAB","Conference USA",401132980,"4011329808",TRUE,1,31,69,0,36,2,100,0,14,9,1,27,6,69,"TD",15
"UAB","Conference USA","Florida Atlantic","Conference USA",401132980,"4011329809",FALSE,2,75,75,14,9,2,70,70,11,56,2,13,3,5,"PUNT",15
"Georgia","SEC","LSU","SEC",401132981,"4011329811",FALSE,1,75,75,15,0,1,56,56,12,47,2,13,5,19,"PUNT",15
"LSU","SEC","Georgia","SEC",401132981,"4011329812",TRUE,1,25,75,12,47,1,100,0,9,9,3,38,8,75,"TD",15
"Georgia","SEC","LSU","SEC",401132981,"4011329813",FALSE,1,75,75,9,9,1,65,65,6,57,2,12,5,10,"PUNT",15
"LSU","SEC","Georgia","SEC",401132981,"4011329814",FALSE,1,20,80,6,57,1,17,83,5,20,1,37,3,-3,"PUNT",15
"Georgia","SEC","LSU","SEC",401132981,"4011329815",FALSE,1,56,56,5,20,1,35,35,1,56,3,24,7,21,"MISSED FG",15
"LSU","SEC","Georgia","SEC",401132981,"4011329816",TRUE,1,35,65,1,56,1,100,0,0,12,1,44,5,65,"TD",15
"Georgia","SEC","LSU","SEC",401132981,"4011329817",TRUE,1,75,75,0,12,2,22,22,11,28,3,44,10,53,"FG",15
"LSU","SEC","Georgia","SEC",401132981,"4011329818",FALSE,2,25,75,11,28,2,29,71,10,25,1,3,3,4,"PUNT",15
"Georgia","SEC","LSU","SEC",401132981,"4011329819",FALSE,2,80,80,10,25,2,66,66,6,44,3,41,6,13,"PUNT",15
"Miami (OH)","Mid-American","Central Michigan","Mid-American",401132982,"4011329821",TRUE,1,2,2,15,0,1,0,0,13,59,1,1,2,2,"TD",15
"Central Michigan","Mid-American","Miami (OH)","Mid-American",401132982,"4011329822",FALSE,1,18,82,13,53,1,16,84,11,49,2,4,3,-2,"PUNT",15
"Miami (OH)","Mid-American","Central Michigan","Mid-American",401132982,"4011329823",FALSE,1,73,73,11,49,1,64,64,9,27,2,22,3,9,"PUNT",15
"Central Michigan","Mid-American","Miami (OH)","Mid-American",401132982,"4011329824",FALSE,1,13,87,9,27,1,26,74,6,36,2,51,6,13,"PUNT",15
"Miami (OH)","Mid-American","Central Michigan","Mid-American",401132982,"4011329825",FALSE,1,55,55,6,36,1,41,41,3,53,2,43,4,14,"PUNT",15
"Central Michigan","Mid-American","Miami (OH)","Mid-American",401132982,"4011329826",TRUE,1,10,90,3,53,2,100,0,11,46,7,7,14,90,"TD",15
"Miami (OH)","Mid-American","Central Michigan","Mid-American",401132982,"4011329827",FALSE,2,75,75,11,46,2,67,67,10,52,NA,54,3,8,"PUNT",15
"Central Michigan","Mid-American","Miami (OH)","Mid-American",401132982,"4011329828",FALSE,2,15,85,10,52,2,19,81,9,24,1,28,4,4,"DOWNS",15
"Miami (OH)","Mid-American","Central Michigan","Mid-American",401132982,"4011329829",TRUE,2,19,19,9,24,2,23,23,8,26,NA,58,4,-4,"FG",15
"Wisconsin","Big Ten","Ohio State","Big Ten",401132983,"4011329831",TRUE,1,17,83,15,0,1,100,0,12,57,2,3,5,83,"TD",15
"Ohio State","Big Ten","Wisconsin","Big Ten",401132983,"4011329832",FALSE,1,75,75,12,57,1,34,34,8,46,4,11,9,41,"DOWNS",15
"Wisconsin","Big Ten","Ohio State","Big Ten",401132983,"4011329833",FALSE,1,34,66,8,46,1,51,49,6,27,2,19,5,17,"PUNT",15
"Ohio State","Big Ten","Wisconsin","Big Ten",401132983,"4011329834",FALSE,1,92,92,6,27,1,42,42,1,20,5,7,10,50,"PUNT",15
"Wisconsin","Big Ten","Ohio State","Big Ten",401132983,"4011329835",TRUE,1,20,80,1,20,2,100,0,9,41,6,39,14,80,"TD",15
"Ohio State","Big Ten","Wisconsin","Big Ten",401132983,"4011329836",FALSE,2,75,75,9,41,2,7,7,6,5,3,36,10,68,"FUMBLE",15
"Wisconsin","Big Ten","Ohio State","Big Ten",401132983,"4011329837",FALSE,2,4,96,6,5,2,38,62,3,18,2,47,6,34,"PUNT",15
"Ohio State","Big Ten","Wisconsin","Big Ten",401132983,"4011329838",TRUE,2,71,71,3,18,2,0,0,0,42,2,36,10,71,"TD",15
"Wisconsin","Big Ten","Ohio State","Big Ten",401132983,"4011329839",TRUE,2,25,75,0,42,2,100,0,0,10,NA,32,4,75,"TD",15
"Appalachian State","Sun Belt","Louisiana","Sun Belt",401132984,"4011329841",TRUE,1,25,75,15,0,1,100,0,13,2,1,58,6,75,"TD",15
"Louisiana","Sun Belt","Appalachian State","Sun Belt",401132984,"4011329842",FALSE,1,88,88,13,2,1,46,46,11,38,1,24,3,35,"FUMBLE",15
"Appalachian State","Sun Belt","Louisiana","Sun Belt",401132984,"4011329843",TRUE,1,53,47,11,38,1,100,0,9,38,2,NA,5,47,"TD",15
"Louisiana","Sun Belt","Appalachian State","Sun Belt",401132984,"4011329844",FALSE,1,75,75,9,38,1,69,69,8,25,1,13,3,6,"PUNT",15
"Appalachian State","Sun Belt","Louisiana","Sun Belt",401132984,"4011329845",TRUE,1,24,76,8,25,1,100,0,1,43,6,42,14,76,"TD",15
"Louisiana","Sun Belt","Appalachian State","Sun Belt",401132984,"4011329846",TRUE,1,71,71,1,43,1,0,0,0,25,1,18,5,71,"TD",15
"Appalachian State","Sun Belt","Louisiana","Sun Belt",401132984,"4011329847",TRUE,1,25,75,0,25,2,100,0,13,27,1,58,5,75,"TD",15
"Louisiana","Sun Belt","Appalachian State","Sun Belt",401132984,"4011329848",TRUE,2,76,76,13,27,2,0,0,8,13,5,14,11,76,"TD",15
"Appalachian State","Sun Belt","Louisiana","Sun Belt",401132984,"4011329849",TRUE,2,25,75,8,13,2,100,0,4,13,4,NA,9,75,"TD",15
"Navy","American Athletic","Army","FBS Independents",401114335,"40111433510",FALSE,3,25,75,15,0,3,88,12,11,8,3,52,7,63,"MISSED FG",15
"Army","FBS Independents","Navy","American Athletic",401114335,"40111433511",FALSE,3,80,80,11,8,3,93,93,8,46,2,22,3,-13,"PUNT",15
"Navy","American Athletic","Army","FBS Independents",401114335,"40111433512",TRUE,3,55,45,8,46,3,100,0,4,53,3,53,7,45,"TD",15
"Army","FBS Independents","Navy","American Athletic",401114335,"40111433513",FALSE,3,75,75,4,53,3,81,81,3,15,1,38,3,-6,"PUNT",15
"Navy","American Athletic","Army","FBS Independents",401114335,"40111433514",TRUE,3,40,60,3,15,4,80,20,12,48,5,27,9,40,"FG",15
"Army","FBS Independents","Navy","American Athletic",401114335,"40111433515",FALSE,4,70,70,12,48,4,39,39,8,31,4,17,10,30,"DOWNS",15
"Navy","American Athletic","Army","FBS Independents",401114335,"40111433516",FALSE,4,40,60,8,31,4,47,53,6,13,2,18,3,7,"FUMBLE",15
"Army","FBS Independents","Navy","American Athletic",401114335,"40111433517",FALSE,4,78,78,6,13,4,56,56,4,59,1,14,5,25,"FUMBLE",15
"Navy","American Athletic","Army","FBS Independents",401114335,"40111433518",TRUE,4,53,47,4,59,4,100,0,1,42,3,17,6,47,"TD",15
"Army","FBS Independents","Navy","American Athletic",401114335,"40111433519",FALSE,4,77,77,1,42,4,70,70,0,45,NA,57,3,7,"INT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297310",TRUE,2,30,70,12,12,2,100,0,11,2,1,10,3,70,"TD",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297311",FALSE,2,59,59,11,2,2,31,31,8,59,2,3,5,28,"DOWNS",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297312",TRUE,2,31,69,8,59,2,88,12,4,56,4,3,10,57,"FG",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297313",FALSE,2,75,75,4,56,2,43,43,2,15,2,41,7,32,"PUNT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297314",FALSE,2,11,89,2,15,2,27,73,0,0,2,15,4,16,"END OF HALF",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297315",FALSE,3,10,90,15,0,3,15,85,13,19,1,41,3,5,"PUNT",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297316",TRUE,3,53,53,13,19,3,0,0,10,52,2,27,6,53,"TD",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297317",FALSE,3,18,82,10,52,3,1,99,9,41,1,11,3,-17,"PUNT",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297318",FALSE,3,58,58,9,41,3,50,50,7,45,1,56,4,8,"DOWNS",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297319",TRUE,3,50,50,7,45,3,93,7,4,56,2,49,8,43,"FG",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297320",TRUE,3,75,75,4,56,3,0,0,1,13,3,43,7,75,"TD",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297321",FALSE,3,24,76,1,13,4,30,70,14,45,1,28,3,6,"PUNT",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297322",FALSE,4,70,70,14,45,4,40,40,9,28,5,17,7,30,"PUNT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297323",TRUE,4,10,90,9,28,4,100,0,7,9,2,19,5,90,"TD",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297324",FALSE,4,83,83,7,9,4,91,91,5,57,1,12,3,-8,"PUNT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297325",FALSE,4,33,67,5,57,4,50,50,3,34,2,23,6,17,"PUNT",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297326",FALSE,4,80,80,3,34,4,80,80,3,22,NA,12,2,0,"INT",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297327",TRUE,4,65,35,3,22,4,100,0,2,33,NA,49,2,35,"TD",15
"Utah","Pac-12","Oregon","Pac-12",401132973,"40113297328",FALSE,4,75,75,2,33,4,84,84,0,56,1,37,4,-18,"DOWNS",15
"Oregon","Pac-12","Utah","Pac-12",401132973,"40113297329",FALSE,4,93,7,0,56,4,68,32,0,0,NA,56,2,-25,"END OF GAME",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297410",TRUE,2,29,29,11,45,2,26,26,10,20,1,25,4,3,"FG",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297411",FALSE,2,19,81,10,20,2,34,66,6,6,4,14,8,15,"FUMBLE",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297412",FALSE,2,59,59,6,6,2,45,45,4,7,1,59,6,14,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297413",FALSE,2,12,88,4,7,2,12,88,3,58,NA,9,1,0,"INT",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297414",TRUE,2,23,23,3,58,2,0,0,2,59,NA,59,3,23,"TD",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297415",FALSE,2,13,87,2,59,2,14,86,1,22,1,37,3,1,"PUNT",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297416",TRUE,2,53,53,1,22,2,11,11,0,8,1,14,9,42,"FG",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297417",FALSE,2,28,72,0,8,2,27,73,0,0,NA,8,1,-1,"END OF HALF",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297418",FALSE,3,75,75,15,0,3,74,74,13,32,1,28,3,1,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297419",TRUE,3,31,69,13,32,3,94,6,7,53,5,39,11,63,"FG",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297420",FALSE,3,75,75,7,53,3,75,75,6,55,NA,58,3,0,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297421",TRUE,3,26,74,6,55,3,100,0,3,9,3,46,8,74,"TD",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297422",FALSE,3,84,84,3,9,3,72,72,0,14,2,55,5,12,"PUNT",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297423",TRUE,3,50,50,0,14,4,93,7,10,31,4,43,10,43,"FG",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297424",TRUE,4,75,75,10,31,4,0,0,9,41,NA,50,2,75,"TD",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297425",FALSE,4,25,75,9,41,4,56,44,6,11,3,30,7,31,"PUNT",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297426",TRUE,4,90,90,6,11,4,10,10,3,25,2,46,5,80,"FG",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297427",FALSE,4,25,75,3,25,4,53,47,1,2,2,23,4,28,"PUNT",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297428",FALSE,4,99,99,1,2,4,95,95,0,0,1,2,2,4,"END OF 4TH QUARTER",15
"Oklahoma","Big 12","Baylor","Big 12",401132974,"40113297429",TRUE,5,75,25,0,0,5,100,0,0,0,NA,NA,3,25,"TD",15
"Baylor","Big 12","Oklahoma","Big 12",401132974,"40113297430",FALSE,5,97,97,0,0,5,87,87,0,0,NA,NA,4,-10,"Uncategorized",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297510",TRUE,2,17,83,6,18,2,100,0,0,49,5,29,12,83,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297511",FALSE,2,72,72,0,49,2,72,72,0,16,NA,33,3,0,"PUNT",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297512",FALSE,2,19,81,0,16,2,15,85,0,0,NA,16,1,-4,"END OF HALF",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297513",FALSE,3,38,62,15,0,3,55,45,13,37,1,23,4,17,"PUNT",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297514",TRUE,3,85,85,13,37,3,0,0,8,21,5,16,10,85,"TD",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297515",TRUE,3,25,75,8,21,3,100,0,6,12,2,9,5,75,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297516",FALSE,3,75,75,6,12,3,53,53,3,10,3,2,7,24,"DOWNS",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297517",TRUE,3,51,49,3,10,3,100,0,1,0,2,10,6,49,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297518",TRUE,3,75,75,1,0,4,17,17,13,11,2,49,9,58,"FG",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297519",TRUE,4,25,75,13,11,4,94,6,10,45,2,26,7,69,"FG",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297520",FALSE,4,75,75,10,45,4,65,65,9,17,1,28,4,10,"INT",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297521",TRUE,4,93,7,9,31,4,100,0,8,13,1,18,3,7,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297522",FALSE,4,87,87,8,13,4,80,80,5,48,2,25,3,7,"PUNT",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297523",TRUE,4,41,59,5,48,4,100,0,1,26,4,22,9,59,"TD",15
"Virginia","ACC","Clemson","ACC",401132975,"40113297524",FALSE,4,83,83,1,26,4,63,63,0,10,1,16,4,20,"INT",15
"Clemson","ACC","Virginia","ACC",401132975,"40113297525",FALSE,4,52,48,0,10,4,50,50,0,0,NA,5,1,-2,"Uncategorized",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"40113297610",FALSE,2,12,88,11,0,2,15,85,9,41,1,19,3,3,"PUNT",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"40113297611",FALSE,2,55,55,9,41,2,37,37,7,51,1,50,4,18,"PUNT",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"40113297612",FALSE,2,10,90,7,51,2,26,74,4,46,3,5,6,16,"PUNT",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"40113297613",TRUE,2,80,80,4,46,2,0,0,2,37,2,9,7,80,"TD",15
"Memphis","American Athletic","Cincinnati","American Athletic",401132976,"40113297614",FALSE,2,33,67,2,37,2,31,69,1,50,NA,47,3,-2,"PUNT",15
"Cincinnati","American Athletic","Memphis","American Athletic",401132976,"40113297615",FALSE,2,68,68,1,50,2,48,48,1,1,NA,49,5,20,"PUNT",15
